subscription_id,user_id,platform,plan,price,start_date
S34080,U272,Netflix,Premium,199,2024-02-23
S34081,U5313,Hotstar,Premium,499,2024-09-21
S34082,U23411,Netflix,Basic,199,2024-04-14
S34083,U15312,Prime,Basic,499,2024-09-08
S34084,U3965,Netflix,Basic,499,2024-04-15
S34085,U27402,Prime,Premium,299,2024-09-18
S34086,U20297,Hotstar,Basic,499,2024-03-25
S34087,U18363,Netflix,Basic,499,2024-08-31
S34088,U21568,Netflix,Basic,199,2024-10-23
S34089,U10776,Hotstar,Premium,299,2023-02-02
S34090,U10795,SonyLIV,Basic,499,2024-07-29
S34091,U15432,Prime,Premium,499,2024-09-25
S34092,U49696,Hotstar,Basic,499,2024-12-21
S34093,U806,Hotstar,Basic,199,2024-07-27
S34094,U44132,Netflix,Basic,199,2023-07-19
S34095,U32393,SonyLIV,Premium,199,2024-10-01
S34096,U42880,Netflix,Basic,499,2023-11-05
S34097,U36806,Hotstar,Premium,299,2024-06-19
S34098,U9922,Hotstar,Basic,199,2023-10-07
S34099,U20630,Hotstar,Premium,499,2024-09-06
S34100,U40688,Netflix,Premium,299,2024-09-14
S34101,U45910,Netflix,Basic,299,2024-04-22
S34102,U49569,Hotstar,Premium,499,2024-05-31
S34103,U29180,Prime,Premium,299,2024-04-15
S34104,U5417,SonyLIV,Basic,199,2024-02-13
S34105,U47455,Netflix,Basic,499,2024-03-04
S34106,U16796,Prime,Basic,299,2024-06-21
S34107,U36091,Prime,Premium,499,2024-11-11
S34108,U19672,Hotstar,Premium,499,2023-06-25
S34109,U23510,SonyLIV,Premium,199,2024-11-17
S34110,U28269,Netflix,Basic,499,2023-03-27
S34111,U33610,Prime,Basic,199,2023-03-08
S34112,U2190,Prime,Premium,499,2024-10-26
S34113,U49523,Netflix,Basic,199,2024-10-20
S34114,U37998,Hotstar,Premium,299,2023-01-15
S34115,U26762,SonyLIV,Basic,499,2024-10-07
S34116,U29519,SonyLIV,Premium,299,2024-02-19
S34117,U42062,SonyLIV,Basic,299,2023-03-20
S34118,U15904,SonyLIV,Premium,199,2023-08-05
S34119,U1938,Prime,Basic,499,2024-06-23
S34120,U5289,SonyLIV,Basic,499,2024-03-25
S34121,U34744,Prime,Basic,499,2024-02-10
S34122,U3101,Hotstar,Premium,299,2023-09-17
S34123,U16874,Prime,Premium,499,2024-08-23
S34124,U3045,SonyLIV,Basic,299,2023-12-24
S34125,U27995,Hotstar,Premium,499,2023-04-25
S34126,U2379,Hotstar,Premium,199,2023-11-07
S34127,U3240,SonyLIV,Premium,199,2023-06-04
S34128,U9899,SonyLIV,Basic,199,2023-06-28
S34129,U46952,Hotstar,Premium,199,2023-10-16
S34130,U20740,Netflix,Basic,199,2023-05-27
S34131,U38063,Netflix,Premium,299,2024-09-07
S34132,U45575,Netflix,Premium,499,2024-12-29
S34133,U46681,Prime,Premium,199,2024-05-27
S34134,U30053,Prime,Basic,299,2023-07-23
S34135,U38874,SonyLIV,Basic,499,2024-09-01
S34136,U3209,Hotstar,Basic,199,2023-02-08
S34137,U15245,SonyLIV,Basic,499,2024-03-15
S34138,U2077,Netflix,Basic,499,2023-03-07
S34139,U31924,SonyLIV,Basic,299,2024-02-26
S34140,U2208,Hotstar,Premium,299,2023-10-17
S34141,U48036,Netflix,Basic,199,2023-08-17
S34142,U22404,Netflix,Premium,299,2024-03-20
S34143,U22248,Netflix,Premium,499,2023-07-26
S34144,U8635,SonyLIV,Premium,499,2024-02-02
S34145,U40537,Netflix,Premium,199,2024-08-28
S34146,U44595,Prime,Premium,299,2023-08-24
S34147,U19416,SonyLIV,Premium,499,2023-06-24
S34148,U45726,Hotstar,Basic,199,2023-11-19
S34149,U13636,Netflix,Premium,499,2024-06-18
S34150,U22906,Prime,Premium,299,2023-12-19
S34151,U24858,SonyLIV,Basic,199,2023-01-04
S34152,U133,Hotstar,Premium,199,2023-02-01
S34153,U19473,Hotstar,Basic,299,2023-12-24
S34154,U12580,Netflix,Premium,499,2023-10-09
S34155,U33524,SonyLIV,Premium,199,2024-05-19
S34156,U34535,Netflix,Basic,499,2023-10-19
S34157,U24480,Prime,Basic,299,2023-03-07
S34158,U39398,Netflix,Basic,199,2024-06-30
S34159,U46212,Hotstar,Premium,499,2024-09-26
S34160,U8322,SonyLIV,Premium,299,2023-03-31
S34161,U6167,Prime,Premium,199,2024-01-11
S34162,U3831,Prime,Basic,199,2023-01-17
S34163,U1578,Hotstar,Basic,199,2024-06-24
S34164,U17746,Prime,Basic,499,2024-04-12
S34165,U2420,SonyLIV,Basic,199,2024-10-07
S34166,U35741,Netflix,Basic,299,2024-11-18
S34167,U16770,Hotstar,Basic,299,2023-10-27
S34168,U41964,Hotstar,Basic,199,2024-07-17
S34169,U40053,Netflix,Premium,199,2024-09-30
S34170,U25993,Netflix,Basic,199,2023-01-21
S34171,U41427,Hotstar,Basic,299,2024-09-24
S34172,U10102,SonyLIV,Basic,499,2024-04-14
S34173,U34095,Netflix,Basic,199,2023-11-08
S34174,U19410,Prime,Basic,299,2023-10-14
S34175,U37549,Hotstar,Premium,299,2023-12-28
S34176,U41898,Prime,Basic,199,2024-05-12
S34177,U619,Hotstar,Basic,499,2024-02-29
S34178,U18173,Prime,Premium,499,2023-08-24
S34179,U31430,Prime,Premium,299,2024-04-05
S34180,U29413,Hotstar,Premium,299,2024-12-13
S34181,U24587,Prime,Premium,299,2023-02-01
S34182,U46228,SonyLIV,Premium,299,2023-03-02
S34183,U10952,Prime,Premium,299,2023-12-14
S34184,U14088,Hotstar,Basic,299,2024-10-16
S34185,U15091,Netflix,Premium,299,2023-05-11
S34186,U39732,Hotstar,Premium,299,2023-08-05
S34187,U49158,SonyLIV,Basic,199,2024-01-13
S34188,U29154,Prime,Basic,299,2023-05-31
S34189,U22966,Prime,Basic,499,2023-08-19
S34190,U21409,SonyLIV,Premium,299,2023-08-11
S34191,U1415,Netflix,Basic,299,2023-09-07
S34192,U21557,Hotstar,Premium,199,2023-12-14
S34193,U48905,Prime,Basic,199,2024-10-30
S34194,U41768,Netflix,Premium,199,2023-12-12
S34195,U17306,Netflix,Basic,199,2024-01-10
S34196,U14853,Netflix,Premium,199,2024-04-04
S34197,U12893,SonyLIV,Premium,499,2024-08-15
S34198,U695,Netflix,Basic,199,2023-10-05
S34199,U7411,SonyLIV,Premium,499,2024-08-07
S34200,U2669,Netflix,Premium,199,2024-12-16
S34201,U3441,SonyLIV,Premium,499,2023-03-30
S34202,U2322,Hotstar,Premium,499,2024-11-20
S34203,U13885,Prime,Premium,499,2024-07-03
S34204,U48039,Prime,Premium,499,2023-07-21
S34205,U8082,SonyLIV,Premium,199,2023-10-09
S34206,U4776,Prime,Basic,499,2023-01-24
S34207,U21418,Netflix,Basic,499,2024-08-19
S34208,U23175,Netflix,Basic,199,2024-09-18
S34209,U16964,Netflix,Basic,499,2024-12-31
S34210,U20359,Prime,Basic,499,2023-01-09
S34211,U28572,Netflix,Premium,199,2024-08-18
S34212,U28246,Hotstar,Premium,199,2023-12-30
S34213,U26938,Prime,Premium,199,2023-08-30
S34214,U21941,Netflix,Basic,499,2023-10-07
S34215,U43418,SonyLIV,Basic,199,2023-05-27
S34216,U1556,Hotstar,Premium,199,2024-02-13
S34217,U2342,Netflix,Basic,499,2024-02-10
S34218,U27014,Hotstar,Premium,499,2023-07-11
S34219,U36587,Hotstar,Basic,199,2024-07-23
S34220,U30117,SonyLIV,Basic,499,2023-08-10
S34221,U37945,SonyLIV,Basic,199,2023-03-02
S34222,U8336,Hotstar,Premium,499,2023-01-27
S34223,U10921,Prime,Premium,299,2023-11-07
S34224,U8388,Netflix,Premium,499,2024-03-03
S34225,U49948,Hotstar,Premium,299,2023-11-07
S34226,U23137,Hotstar,Premium,199,2024-05-29
S34227,U30374,SonyLIV,Basic,499,2024-06-05
S34228,U33220,Hotstar,Premium,499,2024-11-13
S34229,U6032,Netflix,Basic,299,2023-12-22
S34230,U13299,SonyLIV,Premium,199,2024-12-17
S34231,U39373,SonyLIV,Basic,199,2024-11-18
S34232,U37829,SonyLIV,Basic,299,2023-04-14
S34233,U35527,Hotstar,Basic,199,2024-04-22
S34234,U27608,Prime,Premium,199,2023-02-22
S34235,U4568,Prime,Premium,499,2024-01-17
S34236,U29445,Prime,Premium,499,2024-11-24
S34237,U4129,Netflix,Premium,299,2023-01-08
S34238,U10435,Hotstar,Premium,299,2024-05-25
S34239,U38740,Prime,Basic,199,2023-09-30
S34240,U9968,Hotstar,Basic,199,2023-04-06
S34241,U16607,Prime,Premium,199,2023-05-25
S34242,U1219,Netflix,Basic,199,2024-09-30
S34243,U27574,SonyLIV,Premium,299,2023-09-25
S34244,U33672,Prime,Premium,299,2023-05-13
S34245,U30389,Hotstar,Basic,199,2023-09-11
S34246,U3154,Hotstar,Premium,199,2024-07-21
S34247,U49703,SonyLIV,Premium,299,2023-04-28
S34248,U31391,Prime,Basic,299,2023-10-21
S34249,U3281,Prime,Basic,299,2024-05-03
S34250,U46301,Hotstar,Premium,299,2023-04-26
S34251,U33849,Netflix,Premium,499,2024-06-14
S34252,U47791,SonyLIV,Basic,299,2024-02-29
S34253,U190,SonyLIV,Basic,499,2023-09-25
S34254,U37035,SonyLIV,Premium,499,2023-01-15
S34255,U11180,Prime,Premium,299,2024-04-18
S34256,U11156,Netflix,Basic,199,2024-06-05
S34257,U45130,Netflix,Basic,299,2024-04-28
S34258,U22291,SonyLIV,Premium,499,2024-08-01
S34259,U17534,Hotstar,Basic,199,2023-10-03
S34260,U46377,Netflix,Basic,499,2023-11-27
S34261,U48310,Netflix,Basic,299,2023-05-13
S34262,U7386,Hotstar,Basic,299,2024-08-28
S34263,U41048,Hotstar,Basic,299,2024-01-04
S34264,U36351,Hotstar,Premium,199,2023-07-04
S34265,U46457,Netflix,Basic,499,2024-02-25
S34266,U46240,SonyLIV,Premium,199,2023-02-19
S34267,U39813,SonyLIV,Premium,499,2023-06-06
S34268,U7139,Hotstar,Premium,299,2024-01-07
S34269,U35275,Netflix,Basic,499,2024-06-01
S34270,U3594,Prime,Premium,199,2023-08-23
S34271,U46977,SonyLIV,Basic,199,2023-05-18
S34272,U1173,Hotstar,Premium,199,2024-04-28
S34273,U21967,Prime,Premium,199,2023-12-10
S34274,U32955,Netflix,Premium,299,2023-04-25
S34275,U17,Netflix,Basic,499,2023-06-11
S34276,U17444,Netflix,Premium,199,2024-01-01
S34277,U39204,Netflix,Basic,499,2023-11-29
S34278,U28596,Prime,Basic,199,2023-06-13
S34279,U44271,Hotstar,Basic,499,2024-11-02
S34280,U14825,Netflix,Basic,499,2024-05-15
S34281,U31032,SonyLIV,Premium,499,2024-11-11
S34282,U44381,Prime,Basic,199,2024-10-06
S34283,U45875,Netflix,Basic,299,2023-10-28
S34284,U35764,Prime,Premium,299,2024-04-24
S34285,U5864,SonyLIV,Premium,499,2023-09-11
S34286,U15728,Hotstar,Premium,199,2023-07-20
S34287,U16381,Hotstar,Premium,499,2024-08-24
S34288,U42025,Netflix,Premium,199,2024-06-14
S34289,U44022,Netflix,Basic,199,2023-11-12
S34290,U4731,Prime,Premium,299,2024-09-13
S34291,U39262,Hotstar,Premium,199,2024-09-22
S34292,U15967,Netflix,Basic,299,2024-09-23
S34293,U45195,SonyLIV,Premium,499,2024-01-03
S34294,U14981,Hotstar,Premium,499,2024-01-09
S34295,U4511,Netflix,Premium,499,2023-08-15
S34296,U41746,Prime,Basic,299,2024-11-25
S34297,U3448,Prime,Basic,499,2024-09-01
S34298,U49131,Netflix,Basic,299,2023-06-26
S34299,U42524,Netflix,Premium,199,2024-07-13
S34300,U45851,Netflix,Basic,499,2023-02-24
S34301,U5148,SonyLIV,Basic,499,2023-07-04
S34302,U6082,Hotstar,Premium,199,2023-10-16
S34303,U29727,Prime,Premium,199,2024-05-04
S34304,U19336,Prime,Premium,199,2024-06-24
S34305,U6432,Prime,Basic,499,2023-11-01
S34306,U48787,Prime,Basic,199,2024-12-21
S34307,U28652,Prime,Premium,499,2023-03-22
S34308,U13746,Netflix,Premium,499,2023-06-19
S34309,U36937,Netflix,Basic,199,2024-04-14
S34310,U32186,Netflix,Basic,299,2023-01-23
S34311,U42933,Hotstar,Basic,299,2023-07-23
S34312,U45776,Netflix,Basic,199,2023-11-01
S34313,U48061,SonyLIV,Basic,199,2024-10-14
S34314,U4301,SonyLIV,Basic,499,2023-01-22
S34315,U36534,Netflix,Premium,199,2024-04-11
S34316,U17356,Netflix,Premium,199,2023-02-03
S34317,U9445,Hotstar,Premium,199,2024-05-08
S34318,U15623,SonyLIV,Premium,199,2023-11-11
S34319,U21974,Hotstar,Basic,299,2023-07-26
S34320,U38011,SonyLIV,Basic,499,2023-08-25
S34321,U19171,Hotstar,Premium,299,2023-01-01
S34322,U41067,Netflix,Basic,499,2024-08-22
S34323,U35452,Netflix,Basic,199,2024-12-18
S34324,U37565,Netflix,Premium,299,2023-06-11
S34325,U16672,Prime,Premium,199,2024-10-18
S34326,U36294,Netflix,Basic,199,2023-05-02
S34327,U34661,SonyLIV,Premium,199,2023-07-06
S34328,U32325,SonyLIV,Premium,199,2024-11-22
S34329,U24439,Netflix,Premium,499,2023-11-01
S34330,U43432,Netflix,Basic,499,2023-04-19
S34331,U21013,Hotstar,Premium,199,2024-02-05
S34332,U20588,Hotstar,Premium,499,2023-09-21
S34333,U49052,Netflix,Premium,199,2024-08-07
S34334,U16044,Prime,Basic,199,2024-08-14
S34335,U13056,SonyLIV,Premium,199,2023-05-06
S34336,U36245,Prime,Premium,499,2024-06-30
S34337,U5430,Netflix,Basic,199,2024-11-03
S34338,U26866,Hotstar,Premium,499,2023-07-24
S34339,U17972,Hotstar,Basic,199,2023-03-24
S34340,U7539,SonyLIV,Basic,499,2023-05-27
S34341,U16900,SonyLIV,Basic,499,2023-08-12
S34342,U47466,Netflix,Basic,199,2024-09-01
S34343,U47034,Prime,Basic,499,2024-03-18
S34344,U27442,SonyLIV,Basic,499,2024-06-09
S34345,U40834,Hotstar,Premium,199,2023-04-03
S34346,U30431,SonyLIV,Basic,499,2024-12-11
S34347,U17154,SonyLIV,Basic,499,2023-07-19
S34348,U42157,Prime,Basic,199,2023-10-15
S34349,U3607,Prime,Basic,299,2023-01-05
S34350,U27253,SonyLIV,Premium,299,2023-12-27
S34351,U49078,Hotstar,Basic,299,2024-11-15
S34352,U4060,Prime,Basic,499,2024-01-14
S34353,U17169,Prime,Basic,499,2024-01-12
S34354,U26062,Netflix,Basic,199,2024-12-21
S34355,U48965,Hotstar,Premium,199,2023-11-04
S34356,U7562,Prime,Premium,499,2024-07-28
S34357,U3449,SonyLIV,Premium,199,2024-07-14
S34358,U30496,SonyLIV,Premium,199,2023-10-03
S34359,U15032,Netflix,Premium,499,2024-01-20
S34360,U47630,Prime,Basic,299,2024-07-23
S34361,U30890,Prime,Premium,199,2023-11-06
S34362,U27604,Prime,Premium,299,2024-03-29
S34363,U5108,SonyLIV,Premium,299,2023-07-20
S34364,U23299,Hotstar,Premium,299,2023-03-15
S34365,U12064,Netflix,Premium,499,2024-04-04
S34366,U39523,SonyLIV,Basic,299,2023-08-13
S34367,U49014,Hotstar,Premium,199,2023-09-23
S34368,U9062,SonyLIV,Premium,199,2023-06-19
S34369,U31667,SonyLIV,Basic,499,2024-09-02
S34370,U24387,SonyLIV,Basic,299,2023-03-06
S34371,U44057,Prime,Basic,199,2024-03-15
S34372,U19395,Netflix,Basic,199,2024-10-25
S34373,U29063,Hotstar,Premium,499,2024-06-09
S34374,U21431,SonyLIV,Basic,299,2023-05-22
S34375,U7229,Hotstar,Basic,499,2023-08-07
S34376,U46837,SonyLIV,Basic,499,2023-08-12
S34377,U29742,Prime,Basic,499,2023-08-27
S34378,U27250,Prime,Premium,199,2023-07-05
S34379,U4418,Hotstar,Premium,299,2024-04-09
S34380,U22805,Hotstar,Basic,499,2024-11-06
S34381,U45278,Prime,Premium,299,2024-10-22
S34382,U40864,SonyLIV,Premium,499,2024-10-29
S34383,U7086,SonyLIV,Basic,199,2024-06-17
S34384,U29733,Netflix,Premium,199,2024-12-21
S34385,U32360,Hotstar,Premium,299,2024-12-06
S34386,U19508,SonyLIV,Premium,299,2023-01-27
S34387,U43678,SonyLIV,Basic,499,2024-07-15
S34388,U35577,Hotstar,Premium,499,2023-12-01
S34389,U7543,Prime,Basic,299,2024-03-14
S34390,U13399,Prime,Basic,499,2024-08-22
S34391,U6493,Prime,Premium,499,2023-12-04
S34392,U19098,Prime,Premium,299,2024-02-28
S34393,U36402,Prime,Premium,199,2023-06-07
S34394,U35855,Prime,Basic,199,2024-04-26
S34395,U33503,Hotstar,Premium,199,2024-01-21
S34396,U21865,SonyLIV,Premium,499,2023-09-09
S34397,U40525,Netflix,Premium,199,2023-04-27
S34398,U14847,Hotstar,Premium,299,2023-01-26
S34399,U31617,SonyLIV,Premium,199,2023-05-26
S34400,U34980,Hotstar,Basic,299,2024-06-04
S34401,U5742,Prime,Basic,199,2023-09-13
S34402,U33819,SonyLIV,Premium,499,2024-07-23
S34403,U12405,Prime,Premium,199,2023-11-19
S34404,U22182,Hotstar,Premium,299,2024-04-29
S34405,U40275,Prime,Premium,499,2024-03-24
S34406,U37518,Prime,Basic,499,2024-06-17
S34407,U31473,Prime,Basic,199,2023-10-21
S34408,U16274,Hotstar,Premium,299,2024-11-24
S34409,U212,Hotstar,Premium,299,2023-07-22
S34410,U34047,Prime,Basic,299,2023-06-02
S34411,U9956,SonyLIV,Basic,199,2023-07-22
S34412,U19791,Netflix,Basic,499,2024-10-15
S34413,U46858,SonyLIV,Basic,199,2024-10-18
S34414,U7243,SonyLIV,Basic,499,2023-07-18
S34415,U8693,Prime,Basic,199,2023-04-30
S34416,U6510,SonyLIV,Premium,499,2024-05-06
S34417,U8302,SonyLIV,Premium,299,2023-06-25
S34418,U21884,Prime,Basic,199,2024-07-06
S34419,U29464,Prime,Basic,199,2023-04-30
S34420,U25250,Netflix,Premium,199,2023-05-17
S34421,U23095,Netflix,Basic,299,2023-05-08
S34422,U9575,Prime,Premium,299,2024-11-24
S34423,U10713,Netflix,Basic,199,2023-08-22
S34424,U9038,Hotstar,Premium,299,2024-03-08
S34425,U21627,Prime,Premium,499,2023-05-14
S34426,U10661,Netflix,Premium,299,2023-08-15
S34427,U29815,Netflix,Premium,499,2023-06-04
S34428,U49125,Netflix,Premium,499,2024-06-06
S34429,U37388,SonyLIV,Basic,299,2024-04-10
S34430,U11875,Netflix,Basic,299,2024-01-12
S34431,U32800,Hotstar,Basic,199,2024-09-28
S34432,U33340,Netflix,Premium,499,2024-02-17
S34433,U34025,Netflix,Basic,299,2023-11-14
S34434,U7339,Hotstar,Basic,299,2024-06-23
S34435,U40404,SonyLIV,Basic,499,2023-09-15
S34436,U21788,Hotstar,Premium,199,2024-02-01
S34437,U37443,Netflix,Premium,299,2024-08-25
S34438,U9535,Netflix,Basic,499,2024-07-02
S34439,U5467,Prime,Premium,299,2024-07-14
S34440,U18688,Prime,Basic,299,2024-03-17
S34441,U48766,SonyLIV,Basic,199,2023-03-10
S34442,U39164,SonyLIV,Premium,499,2024-04-13
S34443,U24562,Hotstar,Basic,299,2024-09-03
S34444,U42025,SonyLIV,Basic,499,2024-05-06
S34445,U9830,Prime,Premium,499,2024-04-24
S34446,U34639,Prime,Basic,299,2024-12-04
S34447,U45834,Netflix,Premium,299,2024-08-12
S34448,U2714,Netflix,Basic,499,2023-09-30
S34449,U49930,Prime,Premium,299,2024-11-12
S34450,U31074,Prime,Basic,299,2023-07-08
S34451,U17259,SonyLIV,Basic,499,2023-09-09
S34452,U8922,SonyLIV,Basic,499,2023-07-14
S34453,U29892,Netflix,Basic,299,2024-11-06
S34454,U1961,Prime,Premium,299,2023-02-06
S34455,U33517,Prime,Basic,299,2023-10-04
S34456,U34108,SonyLIV,Basic,299,2024-02-24
S34457,U6567,Prime,Premium,499,2024-07-22
S34458,U23988,Netflix,Basic,199,2023-07-06
S34459,U46882,Netflix,Premium,299,2023-06-11
S34460,U17385,Hotstar,Basic,199,2024-09-27
S34461,U33985,Prime,Premium,299,2023-04-22
S34462,U38297,Netflix,Premium,299,2023-09-15
S34463,U31120,Hotstar,Premium,199,2024-03-24
S34464,U44257,Hotstar,Premium,499,2023-08-15
S34465,U18219,Prime,Basic,499,2023-03-09
S34466,U35720,Netflix,Basic,299,2024-08-10
S34467,U48830,Prime,Basic,199,2023-09-01
S34468,U18586,Prime,Premium,299,2024-12-23
S34469,U40295,SonyLIV,Basic,299,2023-12-24
S34470,U24004,Hotstar,Basic,199,2024-03-20
S34471,U47421,Hotstar,Basic,499,2024-05-23
S34472,U43597,Hotstar,Premium,199,2024-10-17
S34473,U12869,Netflix,Basic,499,2023-09-23
S34474,U33034,Prime,Premium,499,2023-12-11
S34475,U42954,SonyLIV,Basic,499,2024-02-07
S34476,U42556,SonyLIV,Premium,499,2023-09-10
S34477,U37555,Hotstar,Premium,299,2023-04-24
S34478,U7718,Hotstar,Premium,499,2024-07-13
S34479,U23253,SonyLIV,Premium,499,2024-03-23
S34480,U26750,Hotstar,Premium,199,2024-05-16
S34481,U3188,Prime,Premium,499,2024-10-19
S34482,U29490,SonyLIV,Basic,299,2024-12-16
S34483,U48892,Hotstar,Basic,499,2023-12-23
S34484,U30626,Netflix,Premium,499,2024-03-24
S34485,U8469,Netflix,Premium,499,2023-06-03
S34486,U14502,Prime,Premium,199,2024-04-25
S34487,U12379,Hotstar,Basic,499,2023-02-08
S34488,U19323,Prime,Premium,299,2024-07-11
S34489,U980,Hotstar,Premium,299,2023-05-13
S34490,U41643,SonyLIV,Premium,499,2023-07-10
S34491,U41101,Netflix,Basic,499,2024-03-06
S34492,U5376,Prime,Premium,199,2023-02-14
S34493,U24264,Hotstar,Basic,499,2023-05-27
S34494,U10642,Hotstar,Premium,199,2024-07-09
S34495,U43562,SonyLIV,Basic,499,2024-09-01
S34496,U17592,Hotstar,Premium,499,2023-12-28
S34497,U28108,SonyLIV,Premium,299,2024-11-25
S34498,U45146,Hotstar,Premium,499,2024-03-19
S34499,U31233,Netflix,Premium,499,2023-11-09
S34500,U23667,Hotstar,Premium,299,2023-10-17
S34501,U26611,Prime,Basic,299,2023-10-28
S34502,U1792,Netflix,Basic,299,2024-01-25
S34503,U20233,Netflix,Basic,199,2024-08-15
S34504,U36525,Prime,Basic,199,2024-12-21
S34505,U32974,Hotstar,Premium,199,2024-04-09
S34506,U24358,Netflix,Basic,199,2024-02-18
S34507,U47440,SonyLIV,Basic,499,2024-06-07
S34508,U24342,Netflix,Premium,499,2024-10-14
S34509,U8334,Netflix,Basic,299,2023-04-11
S34510,U24659,Prime,Premium,199,2024-12-24
S34511,U10498,Netflix,Basic,299,2023-07-20
S34512,U40854,Prime,Premium,299,2023-04-22
S34513,U8841,SonyLIV,Premium,199,2024-05-01
S34514,U18324,SonyLIV,Basic,499,2023-08-03
S34515,U8529,SonyLIV,Basic,299,2023-05-23
S34516,U49673,Netflix,Premium,199,2024-03-20
S34517,U33578,Prime,Basic,299,2024-11-09
S34518,U14380,Prime,Premium,199,2023-09-08
S34519,U46417,Netflix,Premium,199,2024-08-20
S34520,U1435,Hotstar,Premium,499,2024-06-03
S34521,U36688,Prime,Premium,199,2023-09-22
S34522,U29142,SonyLIV,Basic,499,2024-02-15
S34523,U14101,SonyLIV,Premium,299,2023-09-08
S34524,U18851,Prime,Premium,299,2024-11-08
S34525,U13972,SonyLIV,Basic,299,2024-04-10
S34526,U44740,Hotstar,Basic,299,2024-03-15
S34527,U38319,Hotstar,Basic,299,2023-03-15
S34528,U6245,Netflix,Basic,299,2024-11-22
S34529,U11114,SonyLIV,Premium,299,2023-07-28
S34530,U236,Netflix,Premium,499,2024-09-14
S34531,U17051,Hotstar,Basic,499,2024-11-14
S34532,U4703,Hotstar,Basic,499,2023-03-02
S34533,U46483,SonyLIV,Basic,499,2024-01-24
S34534,U28289,Prime,Premium,199,2024-03-13
S34535,U24740,Prime,Premium,299,2024-11-24
S34536,U32285,Netflix,Basic,499,2023-03-28
S34537,U6525,Netflix,Premium,199,2024-05-03
S34538,U42253,Hotstar,Premium,499,2023-06-18
S34539,U27047,Hotstar,Premium,299,2024-04-23
S34540,U15887,Netflix,Basic,299,2024-05-27
S34541,U5358,SonyLIV,Basic,199,2023-09-18
S34542,U44611,SonyLIV,Premium,199,2025-01-01
S34543,U24715,Netflix,Basic,499,2024-10-15
S34544,U4124,Prime,Premium,499,2024-02-21
S34545,U32490,Hotstar,Premium,199,2023-06-17
S34546,U36822,Netflix,Basic,299,2023-07-26
S34547,U27360,Netflix,Premium,199,2024-03-24
S34548,U44700,SonyLIV,Premium,299,2024-08-30
S34549,U42094,Prime,Premium,299,2023-03-03
S34550,U44321,Prime,Premium,199,2024-09-29
S34551,U18548,Prime,Premium,499,2023-01-20
S34552,U218,Netflix,Basic,499,2023-12-14
S34553,U9366,SonyLIV,Basic,299,2023-03-28
S34554,U27638,Netflix,Basic,199,2023-07-18
S34555,U14565,Hotstar,Basic,199,2024-11-24
S34556,U32567,Netflix,Premium,199,2023-03-25
S34557,U2193,Prime,Basic,199,2024-11-03
S34558,U21289,Prime,Premium,199,2024-07-13
S34559,U29314,SonyLIV,Premium,499,2024-06-18
S34560,U29757,Netflix,Basic,199,2023-04-10
S34561,U29634,Prime,Basic,199,2023-04-14
S34562,U33063,SonyLIV,Basic,199,2024-09-30
S34563,U46052,Hotstar,Basic,499,2023-02-18
S34564,U45244,Prime,Premium,499,2023-03-02
S34565,U48200,Hotstar,Premium,499,2024-07-12
S34566,U46421,SonyLIV,Basic,499,2024-02-01
S34567,U13074,Hotstar,Basic,299,2023-01-31
S34568,U5232,Prime,Premium,499,2024-10-01
S34569,U9173,SonyLIV,Premium,499,2023-05-07
S34570,U40724,Prime,Basic,499,2024-03-25
S34571,U3099,Prime,Basic,199,2023-12-15
S34572,U18675,SonyLIV,Basic,499,2024-03-21
S34573,U27919,SonyLIV,Basic,199,2023-03-15
S34574,U30525,Hotstar,Basic,299,2023-02-04
S34575,U17282,Hotstar,Basic,499,2023-04-14
S34576,U22184,SonyLIV,Basic,199,2023-09-17
S34577,U31584,Netflix,Basic,499,2023-12-05
S34578,U25843,SonyLIV,Basic,499,2023-06-16
S34579,U5263,Netflix,Premium,199,2023-07-20
S34580,U26903,Hotstar,Premium,499,2024-07-12
S34581,U24237,Hotstar,Basic,499,2023-07-02
S34582,U40496,SonyLIV,Premium,499,2024-01-12
S34583,U6802,SonyLIV,Basic,299,2023-01-08
S34584,U24228,Prime,Basic,199,2024-06-14
S34585,U7494,Prime,Premium,299,2023-07-20
S34586,U23704,SonyLIV,Basic,499,2025-01-01
S34587,U47096,Hotstar,Basic,499,2023-02-16
S34588,U8548,Netflix,Premium,299,2023-07-30
S34589,U40398,Hotstar,Basic,299,2023-11-02
S34590,U2482,SonyLIV,Premium,299,2023-05-22
S34591,U26006,Prime,Basic,199,2023-08-05
S34592,U35674,Netflix,Basic,499,2023-01-10
S34593,U31700,Netflix,Basic,499,2024-04-12
S34594,U4674,Hotstar,Premium,299,2023-09-16
S34595,U178,Prime,Basic,499,2023-11-10
S34596,U11737,Hotstar,Premium,499,2024-05-31
S34597,U31908,Hotstar,Basic,499,2024-03-23
S34598,U46735,Prime,Basic,199,2023-09-02
S34599,U40080,Netflix,Premium,499,2024-04-15
S34600,U10015,Hotstar,Premium,199,2023-08-19
S34601,U13861,Hotstar,Basic,199,2024-05-29
S34602,U46250,Prime,Premium,499,2024-06-27
S34603,U16201,Prime,Basic,499,2023-05-07
S34604,U22172,Hotstar,Premium,299,2023-11-26
S34605,U31585,SonyLIV,Premium,299,2023-03-24
S34606,U44960,SonyLIV,Premium,299,2024-05-22
S34607,U44742,SonyLIV,Basic,199,2023-08-26
